,date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
301,2013-04-06,"MA Chidambaram Stadium, Chepauk",2,139,Chennai Super Kings,1,2,0,0,1,1,,,,,,,6,5,0,2,1,2,0,0,0,,,,,,,6,5,0,0,4,0,0,0,0,,,,,,,6,4,0,3,1,1,4,0,3,4,,,,,,7,16,0,0,0,0,0,2,0,,,,,,,6,2,0,0,0,0,0,4,0,,,,,,,6,4,0
302,2010-04-04,Feroz Shah Kotla,1,,Delhi Daredevils,1,0,0,0,0,1,,,,,,,6,2,0,4,0,0,0,4,1,,,,,,,6,9,0,0,0,0,4,4,6,,,,,,,6,14,0,4,0,1,4,0,1,,,,,,,6,10,0,6,0,1,4,0,1,1,,,,,,7,13,0,0,4,0,0,0,2,,,,,,,6,6,0
303,2010-04-04,Feroz Shah Kotla,2,147,Royal Challengers Bangalore,1,0,1,4,4,1,,,,,,,6,11,0,1,0,0,1,5,0,0,,,,,,7,7,0,0,1,4,1,1,0,,,,,,,6,7,0,0,0,0,0,1,0,,,,,,,6,1,0,0,0,1,6,2,1,,,,,,,6,10,0,0,0,0,1,1,0,,,,,,,6,2,0
304,2019-03-28,M.Chinnaswamy Stadium,1,,Mumbai Indians,0,1,4,0,4,0,,,,,,,6,9,0,0,1,4,0,0,4,,,,,,,6,9,0,1,0,0,1,4,1,,,,,,,6,7,0,1,0,6,0,0,0,,,,,,,6,7,0,0,0,6,1,0,4,,,,,,,6,11,0,0,0,4,0,1,4,,,,,,,6,9,0
305,2019-03-28,M.Chinnaswamy Stadium,2,181,Royal Challengers Bangalore,1,0,1,4,0,1,,,,,,,6,7,0,1,0,1,0,0,1,,,,,,,6,3,0,1,1,4,1,4,6,,,,,,,6,17,0,0,0,0,4,4,4,,,,,,,6,12,0,1,0,0,0,4,4,,,,,,,6,9,0,4,6,1,1,0,0,,,,,,,6,12,0
306,2020-11-08,Sheikh Zayed Stadium,1,,Delhi Capitals,0,0,1,0,1,1,,,,,,,6,3,0,1,2,4,0,0,1,,,,,,,6,8,0,1,0,0,4,4,1,,,,,,,6,10,0,4,0,4,0,6,4,,,,,,,6,18,0,1,1,4,4,1,0,,,,,,,6,11,0,6,5,1,0,1,1,1,,,,,,7,15,0
307,2020-11-08,Sheikh Zayed Stadium,2,172,Sunrisers Hyderabad,1,1,6,1,1,1,1,0,,,,,8,12,0,0,0,4,0,0,1,,,,,,,6,5,0,4,1,0,0,6,0,,,,,,,6,11,0,2,1,1,2,1,1,,,,,,,6,8,0,1,4,1,1,0,1,0,,,,,,7,8,0,0,1,0,0,4,0,,,,,,,6,5,0
308,2011-04-27,Nehru Stadium,1,,Deccan Chargers,1,0,1,0,1,0,0,,,,,,7,3,0,0,0,0,0,1,0,,,,,,,6,1,0,2,0,0,3,1,0,,,,,,,6,6,0,0,0,4,1,1,0,0,1,0,,,,9,7,0,0,0,1,1,0,0,,,,,,,6,2,0,1,0,0,0,0,0,,,,,,,6,1,0
309,2011-04-27,Nehru Stadium,2,74,Kochi Tuskers Kerala,0,0,0,0,0,0,,,,,,,6,0,0,1,0,0,0,1,0,0,,,,,,7,2,0,0,0,0,0,0,4,,,,,,,6,4,0,0,0,0,4,1,0,,,,,,,6,5,0,1,4,4,0,1,0,1,1,,,,,8,12,0,1,1,0,0,4,0,,,,,,,6,6,0
310,2019-04-02,Sawai Mansingh Stadium,1,,Royal Challengers Bangalore,2,1,1,4,1,1,,,,,,,6,10,0,1,1,0,4,0,0,1,,,,,,7,7,0,2,0,0,0,0,1,,,,,,,6,3,0,4,0,0,0,1,4,,,,,,,6,9,0,1,4,4,0,4,1,,,,,,,6,14,0,0,1,1,1,1,1,,,,,,,6,5,0
311,2019-04-02,Sawai Mansingh Stadium,2,164,Rajasthan Royals,1,0,4,2,0,1,,,,,,,6,8,0,0,1,1,4,4,0,,,,,,,6,10,0,1,1,2,2,1,4,4,,,,,,7,15,0,4,0,4,0,4,0,,,,,,,6,12,0,0,0,0,0,0,1,,,,,,,6,1,0,0,0,4,0,4,1,,,,,,,6,9,0
312,2010-04-13,"MA Chidambaram Stadium, Chepauk",1,,Kolkata Knight Riders,0,0,1,1,1,0,,,,,,,6,3,0,0,4,0,0,4,0,,,,,,,6,8,0,6,0,0,0,0,0,,,,,,,6,6,0,0,0,0,0,1,0,,,,,,,6,1,0,1,0,2,0,0,0,0,,,,,,7,3,0,0,0,0,1,0,0,,,,,,,6,1,0
313,2010-04-13,"MA Chidambaram Stadium, Chepauk",2,143,Chennai Super Kings,5,1,0,0,2,0,0,,,,,,7,8,0,1,4,1,0,0,4,4,,,,,,7,14,0,0,0,1,0,5,2,4,,,,,,7,12,0,0,0,2,1,4,4,,,,,,,6,11,0,0,1,2,4,4,4,,,,,,,6,15,0,1,0,4,1,1,0,,,,,,,6,7,0
314,2015-05-16,Brabourne Stadium,1,,Rajasthan Royals,1,0,0,4,4,0,,,,,,,6,9,0,2,0,4,0,2,6,,,,,,,6,14,0,4,1,1,1,1,0,,,,,,,6,8,0,4,2,4,0,1,1,,,,,,,6,12,0,2,4,1,1,1,0,,,,,,,6,9,0,0,2,2,4,6,0,,,,,,,6,14,0
315,2015-05-16,Brabourne Stadium,2,190,Kolkata Knight Riders,0,2,0,1,4,1,0,,,,,,7,8,0,1,0,0,0,1,4,,,,,,,6,6,0,1,4,1,0,1,0,,,,,,,6,7,0,0,0,4,4,1,5,1,,,,,,7,15,0,1,4,0,1,1,0,1,,,,,,7,8,0,0,0,5,1,1,0,2,,,,,,7,9,0
316,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",1,,Deccan Chargers,0,1,1,0,1,0,0,,,,,,7,3,0,1,1,4,0,4,1,0,0,,,,,8,11,0,0,1,4,1,0,0,,,,,,,6,6,0,0,1,1,0,0,4,0,,,,,,7,6,0,1,2,4,0,0,1,,,,,,,6,8,0,0,0,1,1,1,4,,,,,,,6,7,0
317,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",2,142,Royal Challengers Bangalore,0,0,0,1,0,1,,,,,,,6,2,0,0,0,0,2,4,0,,,,,,,6,6,0,4,0,3,1,0,0,0,,,,,,7,8,0,4,1,0,0,0,1,,,,,,,6,6,0,0,1,2,1,1,0,,,,,,,6,5,0,1,0,0,0,0,0,,,,,,,6,1,0
318,2014-05-03,Feroz Shah Kotla,1,,Delhi Daredevils,0,4,1,2,1,1,,,,,,,6,9,0,1,4,1,0,1,0,,,,,,,6,7,0,1,0,0,1,0,4,,,,,,,6,6,0,3,0,1,1,6,0,,,,,,,6,11,0,0,0,0,1,0,1,,,,,,,6,2,0,1,0,4,4,0,2,,,,,,,6,11,0
319,2014-05-03,Feroz Shah Kotla,2,156,Rajasthan Royals,1,1,1,1,0,1,,,,,,,6,5,0,4,0,1,4,0,0,,,,,,,6,9,0,1,0,1,4,0,1,0,,,,,,7,7,0,0,0,1,0,1,0,4,,,,,,7,6,0,0,1,1,0,1,1,,,,,,,6,4,0,0,0,6,0,0,1,,,,,,,6,7,0
320,2008-06-01,Dr DY Patil Sports Academy,1,,Chennai Super Kings,0,1,0,0,0,4,1,,,,,,7,6,0,0,1,0,1,0,4,,,,,,,6,6,0,0,1,1,1,1,0,,,,,,,6,4,0,1,0,4,0,2,6,,,,,,,6,13,0,1,1,4,0,2,2,,,,,,,6,10,0,0,0,0,1,1,1,,,,,,,6,3,0
321,2008-06-01,Dr DY Patil Sports Academy,2,164,Rajasthan Royals,0,0,0,1,1,0,,,,,,,6,2,0,0,2,4,1,1,4,,,,,,,6,12,0,0,0,0,1,4,0,,,,,,,6,5,0,0,1,2,4,1,0,,,,,,,6,8,0,0,4,1,0,4,0,,,,,,,6,9,0,2,1,1,0,0,1,,,,,,,6,5,0
322,2013-04-03,Eden Gardens,1,,Delhi Daredevils,0,4,1,0,0,4,,,,,,,6,9,0,0,1,1,1,0,0,4,1,,,,,8,8,0,2,0,1,2,4,0,,,,,,,6,9,0,0,4,0,0,4,0,,,,,,,6,8,0,4,0,1,1,1,0,,,,,,,6,7,0,0,2,0,1,0,1,,,,,,,6,4,0
323,2013-04-03,Eden Gardens,2,129,Kolkata Knight Riders,0,0,0,0,0,0,,,,,,,6,0,0,1,0,4,0,0,0,,,,,,,6,5,0,4,6,0,0,1,4,,,,,,,6,15,0,1,0,4,0,4,0,,,,,,,6,9,0,0,4,4,0,1,1,1,,,,,,7,11,0,1,1,4,0,0,0,,,,,,,6,6,0
324,2017-04-08,Holkar Cricket Stadium,1,,Rising Pune Supergiant,1,0,0,0,0,0,,,,,,,6,1,0,0,1,0,0,0,1,,,,,,,6,2,0,1,1,1,0,1,0,,,,,,,6,4,0,0,1,1,6,4,1,,,,,,,6,13,0,1,1,1,4,4,1,,,,,,,6,12,0,0,1,1,0,0,1,,,,,,,6,3,0
325,2017-04-08,Holkar Cricket Stadium,2,164,Kings XI Punjab,0,0,4,1,1,0,,,,,,,6,6,0,0,1,4,1,1,1,1,4,,,,,8,13,0,6,1,1,0,0,0,,,,,,,6,8,0,0,4,0,1,6,0,,,,,,,6,11,0,1,0,1,4,4,0,,,,,,,6,10,0,1,0,1,1,4,1,,,,,,,6,8,0
326,2011-04-15,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,1,1,0,0,4,0,,,,,,7,6,0,0,1,0,4,1,0,0,0,,,,,8,6,0,1,4,1,0,4,0,0,,,,,,7,10,0,1,0,1,0,0,1,,,,,,,6,3,0,0,1,0,0,1,1,1,,,,,,7,4,0,0,0,1,1,0,0,,,,,,,6,2,0
327,2011-04-15,Sawai Mansingh Stadium,2,160,Kolkata Knight Riders,1,2,1,2,1,0,0,,,,,,7,7,0,0,1,0,0,0,0,4,,,,,,7,5,0,4,0,6,0,0,1,,,,,,,6,11,0,4,1,0,1,0,2,,,,,,,6,8,0,1,4,1,6,1,0,,,,,,,6,13,0,4,2,4,4,0,4,,,,,,,6,18,0
328,2010-04-01,Eden Gardens,1,,Kolkata Knight Riders,4,0,4,0,0,2,,,,,,,6,10,0,0,0,4,0,1,0,,,,,,,6,5,0,0,0,0,1,4,4,,,,,,,6,9,0,1,0,2,0,1,1,,,,,,,6,5,0,0,1,0,5,4,1,0,,,,,,7,11,0,0,0,1,4,1,0,,,,,,,6,6,0
329,2010-04-01,Eden Gardens,2,157,Deccan Chargers,0,1,4,4,0,4,1,,,,,,7,14,0,0,6,1,1,1,0,0,,,,,,7,9,0,4,4,0,0,1,0,,,,,,,6,9,0,1,2,1,0,1,4,,,,,,,6,9,0,0,0,1,0,0,4,,,,,,,6,5,0,0,4,1,0,4,4,,,,,,,6,13,0
330,2013-04-11,M Chinnaswamy Stadium,1,,Kolkata Knight Riders,0,1,0,0,1,1,0,,,,,,7,3,0,0,0,0,4,2,4,,,,,,,6,10,0,0,0,1,4,0,2,,,,,,,6,7,0,0,0,0,4,0,1,,,,,,,6,5,0,0,0,4,1,0,1,,,,,,,6,6,0,4,1,4,1,1,0,2,,,,,,7,13,0
331,2013-04-11,M Chinnaswamy Stadium,2,158,Royal Challengers Bangalore,0,0,0,4,0,0,,,,,,,6,4,0,4,1,1,0,0,1,,,,,,,6,7,0,0,0,1,0,0,1,6,,,,,,7,8,0,0,0,0,0,0,0,,,,,,,6,0,0,0,0,1,0,1,0,,,,,,,6,2,0,1,4,0,4,1,6,6,,,,,,7,22,0
332,2008-04-21,Sawai Mansingh Stadium,1,,Kings XI Punjab,0,0,0,0,1,0,,,,,,,6,1,0,4,0,0,0,1,0,,,,,,,6,5,0,4,0,0,6,0,0,,,,,,,6,10,0,4,0,0,0,4,0,,,,,,,6,8,0,0,0,4,6,0,4,,,,,,,6,14,0,1,6,4,4,0,1,,,,,,,6,16,0
333,2008-04-21,Sawai Mansingh Stadium,2,168,Rajasthan Royals,0,1,0,0,0,4,1,,,,,,7,6,0,0,1,0,1,0,0,5,0,,,,,8,7,0,2,4,0,1,2,0,6,,,,,,7,15,0,1,0,0,2,1,6,0,4,,,,,8,14,0,1,0,1,4,0,0,,,,,,,6,6,0,4,0,1,0,0,0,,,,,,,6,5,0
334,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,0,2,0,4,0,0,,,,,,,6,6,0,0,1,6,1,1,3,,,,,,,6,12,0,4,6,0,1,0,6,,,,,,,6,17,0,0,4,4,6,2,1,,,,,,,6,17,0,6,1,0,4,3,0,1,,,,,,7,15,0,4,0,2,4,1,0,1,0,,,,,8,12,0
335,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",2,161,Kolkata Knight Riders,0,1,0,4,0,4,,,,,,,6,9,0,0,0,0,2,0,1,,,,,,,6,3,0,0,0,0,0,0,4,,,,,,,6,4,0,0,1,0,4,4,0,,,,,,,6,9,0,0,4,1,1,4,1,,,,,,,6,11,0,0,1,1,1,1,4,,,,,,,6,8,0
336,2015-05-24,Eden Gardens,1,,Mumbai Indians,0,1,0,0,0,0,,,,,,,6,1,0,0,0,6,4,2,4,,,,,,,6,16,0,1,0,4,4,1,1,,,,,,,6,11,0,4,1,6,0,0,0,1,,,,,,7,12,0,1,1,0,0,4,1,,,,,,,6,7,0,4,0,0,0,6,4,,,,,,,6,14,0
337,2015-05-24,Eden Gardens,2,161,Chennai Super Kings,0,0,0,4,0,1,,,,,,,6,5,0,0,0,0,6,1,0,,,,,,,6,7,0,0,1,0,1,0,1,,,,,,,6,3,0,0,1,0,1,0,0,4,,,,,,7,6,0,0,1,0,0,0,4,,,,,,,6,5,0,4,0,0,0,1,0,,,,,,,6,5,0
338,2013-05-01,"Rajiv Gandhi International Stadium, Uppal",1,,Mumbai Indians,4,2,0,0,0,0,,,,,,,6,6,0,0,1,0,0,1,2,,,,,,,6,4,0,1,0,1,1,6,0,0,,,,,,7,9,0,0,4,4,1,2,0,1,0,,,,,8,12,0,0,1,0,0,0,0,,,,,,,6,1,0,0,1,0,0,4,4,,,,,,,6,9,0
339,2013-05-01,"Rajiv Gandhi International Stadium, Uppal",2,130,Sunrisers Hyderabad,0,0,0,0,4,2,,,,,,,6,6,0,0,4,1,1,0,4,,,,,,,6,10,0,0,0,1,1,1,0,,,,,,,6,3,0,0,0,0,0,0,1,,,,,,,6,1,0,4,0,0,0,1,0,,,,,,,6,5,0,4,4,1,0,2,0,,,,,,,6,11,0
340,2008-05-21,"MA Chidambaram Stadium, Chepauk",1,,Royal Challengers Bangalore,0,1,0,0,1,4,,,,,,,6,6,0,0,1,0,0,0,0,,,,,,,6,1,0,0,0,0,0,4,0,,,,,,,6,4,0,1,0,0,1,1,2,,,,,,,6,5,0,0,4,0,1,1,0,,,,,,,6,6,0,0,0,0,0,1,0,,,,,,,6,1,0
341,2008-05-21,"MA Chidambaram Stadium, Chepauk",2,112,Chennai Super Kings,0,1,0,4,0,0,0,,,,,,7,5,0,0,0,0,0,0,2,,,,,,,6,2,0,2,4,5,5,4,0,0,0,,,,,8,20,0,0,0,4,6,3,0,,,,,,,6,13,0,0,0,1,0,0,1,,,,,,,6,2,0,0,1,0,1,0,0,,,,,,,6,2,0
342,2008-05-13,Eden Gardens,1,,Kolkata Knight Riders,1,0,0,1,0,1,,,,,,,6,3,0,0,0,1,4,1,1,1,,,,,,7,8,0,4,1,1,0,0,0,,,,,,,6,6,0,0,0,0,0,1,4,,,,,,,6,5,0,1,0,1,0,0,4,,,,,,,6,6,0,1,0,4,1,0,1,0,0,,,,,8,7,0
343,2008-05-13,Eden Gardens,2,110,Delhi Daredevils,1,1,0,0,2,0,1,,,,,,7,5,0,1,4,0,1,1,4,,,,,,,6,11,0,0,1,0,0,1,0,,,,,,,6,2,0,4,4,0,0,1,1,,,,,,,6,10,0,0,0,0,0,0,4,,,,,,,6,4,0,4,0,0,1,0,0,,,,,,,6,5,0
344,2008-05-10,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,1,1,4,4,0,2,0,,,,,8,12,0,0,1,0,1,0,2,4,,,,,,7,8,0,0,0,1,0,0,0,1,,,,,,7,2,0,0,1,0,1,1,2,0,,,,,,7,5,0,1,1,1,0,4,4,,,,,,,6,11,0,4,2,6,0,1,0,1,1,,,,,8,15,0
345,2008-05-10,"MA Chidambaram Stadium, Chepauk",2,163,Kings XI Punjab,0,1,6,4,1,0,,,,,,,6,12,0,2,1,0,1,0,0,,,,,,,6,4,0,0,4,1,0,0,0,,,,,,,6,5,0,4,0,3,1,0,0,,,,,,,6,8,0,0,0,0,1,0,1,,,,,,,6,2,0,1,0,1,1,1,0,,,,,,,6,4,0
346,2020-10-25,Dubai International Cricket Stadium,1,,Royal Challengers Bangalore,0,1,2,0,4,4,,,,,,,6,11,0,0,0,1,1,0,0,1,4,,,,,8,7,0,0,6,0,1,1,0,,,,,,,6,8,0,1,1,1,1,1,0,0,,,,,,7,5,0,1,4,0,1,0,1,,,,,,,6,7,0,1,1,1,4,0,1,,,,,,,6,8,0
347,2020-10-25,Dubai International Cricket Stadium,2,150,Chennai Super Kings,0,0,0,0,1,0,,,,,,,6,1,0,1,1,1,0,4,6,,,,,,,6,13,0,0,6,2,1,2,0,,,,,,,6,11,0,0,4,1,4,6,0,,,,,,,6,15,0,1,1,0,2,1,1,,,,,,,6,6,0,0,2,0,0,0,0,,,,,,,6,2,0
348,2010-03-30,Brabourne Stadium,1,,Kings XI Punjab,0,1,0,0,4,0,,,,,,,6,5,0,0,0,1,4,4,0,,,,,,,6,9,0,2,1,0,4,4,0,,,,,,,6,11,0,4,0,1,0,2,2,,,,,,,6,9,0,0,4,2,0,1,0,,,,,,,6,7,0,0,5,1,0,0,1,0,,,,,,7,7,0
349,2010-03-30,Brabourne Stadium,2,164,Mumbai Indians,0,0,4,4,1,1,,,,,,,6,10,0,0,0,0,0,0,1,0,,,,,,7,1,0,1,1,4,0,2,0,,,,,,,6,8,0,4,1,0,1,4,0,,,,,,,6,10,0,2,0,0,1,1,4,,,,,,,6,8,0,5,0,0,0,1,1,1,,,,,,7,8,0
350,2020-10-09,Sharjah Cricket Stadium,1,,Delhi Capitals,0,1,0,1,1,4,,,,,,,6,7,0,4,1,0,0,1,0,,,,,,,6,6,0,0,0,5,4,1,2,6,,,,,,7,18,0,0,0,2,4,0,1,0,,,,,,7,7,0,4,0,1,0,0,0,,,,,,,6,5,0,0,4,1,1,1,0,1,,,,,,7,8,0
351,2020-10-09,Sharjah Cricket Stadium,2,138,Rajasthan Royals,0,1,0,4,4,1,,,,,,,6,10,0,2,1,0,0,0,0,,,,,,,6,3,0,1,1,0,1,0,0,,,,,,,6,3,0,1,1,0,1,1,0,6,4,,,,,8,14,0,1,1,0,0,1,0,,,,,,,6,3,0,0,6,1,1,0,0,,,,,,,6,8,0
352,2019-04-24,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,4,4,1,2,1,,,,,,,6,12,0,0,4,4,1,4,1,1,,,,,,7,15,0,0,4,1,1,1,1,0,0,,,,,8,8,0,0,0,0,1,1,1,,,,,,,6,3,0,0,4,3,6,0,1,,,,,,,6,14,0,4,4,0,4,6,0,,,,,,,6,18,0
353,2019-04-24,M.Chinnaswamy Stadium,2,185,Kings XI Punjab,1,0,1,4,0,4,4,,,,,,7,14,0,1,4,4,0,0,0,0,,,,,,7,9,0,4,0,1,4,4,0,,,,,,,6,13,0,6,0,1,1,0,4,0,,,,,,7,12,0,0,4,4,0,0,0,,,,,,,6,8,0,0,6,4,0,1,1,,,,,,,6,12,0
354,2019-04-01,Punjab Cricket Association IS Bindra Stadium,1,,Kings XI Punjab,0,0,4,0,0,1,,,,,,,6,5,0,0,4,0,6,0,0,,,,,,,6,10,0,0,4,4,0,4,0,,,,,,,6,12,0,1,0,2,6,0,1,,,,,,,6,10,0,4,0,0,1,0,2,,,,,,,6,7,0,0,4,4,0,1,1,,,,,,,6,10,0
355,2019-04-01,Punjab Cricket Association IS Bindra Stadium,2,152,Delhi Capitals,0,1,0,1,4,1,0,,,,,,7,7,0,0,2,1,4,1,1,,,,,,,6,9,0,0,1,0,1,1,1,4,1,,,,,8,9,0,1,0,1,2,1,1,,,,,,,6,6,0,4,4,0,0,0,0,,,,,,,6,8,0,0,4,1,4,0,1,,,,,,,6,10,0
356,2019-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,,Sunrisers Hyderabad,0,1,1,1,1,4,,,,,,,6,8,0,0,1,0,1,6,0,,,,,,,6,8,0,0,1,2,0,6,6,,,,,,,6,15,0,0,1,1,4,0,0,,,,,,,6,6,0,0,0,0,1,6,0,,,,,,,6,7,0,4,0,1,1,4,0,,,,,,,6,10,0
357,2019-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,165,Delhi Capitals,0,1,4,4,1,0,,,,,,,6,10,0,0,0,1,0,1,0,,,,,,,6,2,0,0,4,4,0,4,1,,,,,,,6,13,0,0,2,0,0,1,4,,,,,,,6,7,0,2,1,4,6,4,0,0,,,,,,7,17,0,0,0,0,1,4,1,,,,,,,6,6,0
358,2021-09-26,Dubai International Cricket Stadium,1,,Royal Challengers Bangalore,0,6,0,0,0,1,0,,,,,,7,7,0,0,0,0,0,1,2,,,,,,,6,3,0,0,0,0,4,1,0,,,,,,,6,5,0,1,4,6,1,4,0,,,,,,,6,16,0,1,1,0,4,6,1,,,,,,,6,13,0,1,1,0,0,1,1,,,,,,,6,4,0
359,2021-09-26,Dubai International Cricket Stadium,2,111,Mumbai Indians,1,0,2,0,1,1,,,,,,,6,5,0,0,1,0,0,0,4,,,,,,,6,5,0,1,1,0,3,4,4,4,,,,,,7,17,0,0,4,1,0,4,0,,,,,,,6,9,0,4,4,0,2,1,4,,,,,,,6,15,0,0,1,0,2,1,1,0,,,,,,7,5,0
360,2017-04-18,Saurashtra Cricket Association Stadium,1,,Royal Challengers Bangalore,1,0,1,1,4,1,,,,,,,6,8,0,0,0,0,0,4,1,,,,,,,6,5,0,0,0,4,4,4,0,,,,,,,6,12,0,0,0,1,1,6,0,,,,,,,6,8,0,1,1,0,0,0,1,,,,,,,6,3,0,1,4,2,1,0,1,,,,,,,6,9,0
361,2017-04-18,Saurashtra Cricket Association Stadium,2,192,Gujarat Lions,0,1,0,0,0,0,,,,,,,6,1,0,0,0,0,1,1,1,,,,,,,6,3,0,1,6,6,1,1,4,,,,,,,6,19,0,1,6,1,4,1,1,0,,,,,,7,14,0,6,4,0,0,0,1,,,,,,,6,11,0,1,0,6,1,1,0,,,,,,,6,9,0
362,2021-09-19,Dubai International Cricket Stadium,1,,Chennai Super Kings,0,1,0,0,0,0,,,,,,,6,1,0,1,0,0,0,0,1,,,,,,,6,2,0,0,0,0,4,0,0,,,,,,,6,4,0,0,0,4,0,0,0,,,,,,,6,4,0,1,1,1,0,4,0,,,,,,,6,7,0,0,1,4,0,1,0,,,,,,,6,6,0
363,2021-09-19,Dubai International Cricket Stadium,2,136,Mumbai Indians,0,0,0,2,0,0,,,,,,,6,2,0,0,1,4,2,4,1,,,,,,,6,12,0,4,0,1,0,1,0,,,,,,,6,6,0,0,0,4,0,6,4,,,,,,,6,14,0,0,1,0,0,0,0,,,,,,,6,1,0,1,1,0,0,0,4,,,,,,,6,6,0
364,2013-04-23,Feroz Shah Kotla,1,,Delhi Daredevils,0,0,4,0,1,1,0,,,,,,7,6,0,1,1,0,1,1,0,,,,,,,6,4,0,4,0,1,4,1,2,,,,,,,6,12,0,0,0,0,0,0,0,,,,,,,6,0,0,0,0,0,4,6,0,,,,,,,6,10,0,1,2,0,0,1,4,,,,,,,6,8,0
365,2013-04-23,Feroz Shah Kotla,2,121,Kings XI Punjab,4,2,0,0,0,1,,,,,,,6,7,0,4,4,4,0,1,1,,,,,,,6,14,0,1,4,4,2,4,4,0,,,,,,7,19,0,0,0,1,0,2,2,,,,,,,6,5,0,0,1,4,0,0,1,,,,,,,6,6,0,0,0,0,4,0,1,,,,,,,6,5,0
366,2014-05-28,Brabourne Stadium,1,,Mumbai Indians,1,1,4,0,0,0,,,,,,,6,6,0,0,0,1,4,1,1,,,,,,,6,7,0,0,0,1,1,1,1,,,,,,,6,4,0,1,0,4,0,1,0,,,,,,,6,6,0,4,4,0,1,1,1,,,,,,,6,11,0,4,1,4,6,4,0,,,,,,,6,19,0
367,2014-05-28,Brabourne Stadium,2,176,Chennai Super Kings,0,4,0,1,0,1,,,,,,,6,6,0,4,1,1,0,4,0,,,,,,,6,10,0,0,1,1,0,1,1,,,,,,,6,4,0,1,1,4,2,6,4,,,,,,,6,18,0,1,0,1,1,1,1,,,,,,,6,5,0,0,4,4,4,1,4,,,,,,,6,17,0
368,2011-04-20,Wankhede Stadium,1,,Pune Warriors,0,0,0,2,0,1,,,,,,,6,3,0,0,0,4,2,0,0,1,,,,,,7,7,0,1,4,0,1,0,0,,,,,,,6,6,0,0,0,0,1,0,0,,,,,,,6,1,0,0,0,0,0,2,4,,,,,,,6,6,0,0,0,4,1,1,4,,,,,,,6,10,0
369,2011-04-20,Wankhede Stadium,2,124,Mumbai Indians,0,0,0,4,2,0,,,,,,,6,6,0,2,1,0,0,0,2,,,,,,,6,5,0,0,0,0,0,1,0,,,,,,,6,1,0,4,0,2,0,1,1,,,,,,,6,8,0,1,1,4,0,1,0,,,,,,,6,7,0,1,1,2,0,0,1,,,,,,,6,5,0
370,2020-10-10,Sheikh Zayed Stadium,1,,Kolkata Knight Riders,1,0,2,4,0,0,,,,,,,6,7,0,0,0,0,0,0,0,,,,,,,6,0,0,1,0,4,0,0,1,,,,,,,6,6,0,0,1,0,1,0,0,,,,,,,6,2,0,0,0,0,0,4,0,,,,,,,6,4,0,0,0,4,0,1,1,,,,,,,6,6,0
371,2020-10-10,Sheikh Zayed Stadium,2,162,Kings XI Punjab,0,1,1,0,0,1,,,,,,,6,3,0,0,4,0,1,0,0,,,,,,,6,5,0,1,1,2,1,0,1,,,,,,,6,6,0,0,4,0,4,0,6,,,,,,,6,14,0,0,1,1,0,4,2,,,,,,,6,8,0,1,3,1,4,1,1,,,,,,,6,11,0
372,2020-11-06,Sheikh Zayed Stadium,1,,Royal Challengers Bangalore,0,1,1,2,0,1,,,,,,,6,5,0,2,0,0,1,0,0,1,,,,,,7,4,0,0,1,0,0,0,0,,,,,,,6,1,0,4,1,0,0,0,0,,,,,,,6,5,0,1,1,0,1,1,4,,,,,,,6,8,0,1,1,1,1,1,4,,,,,,,6,9,0
373,2020-11-06,Sheikh Zayed Stadium,2,132,Sunrisers Hyderabad,1,1,0,0,0,0,0,,,,,,7,2,0,0,1,1,0,0,0,,,,,,,6,2,0,1,1,0,0,0,6,1,0,,,,,8,9,0,4,0,1,1,0,4,,,,,,,6,10,0,4,1,1,4,1,0,1,,,,,,7,12,0,4,4,0,0,4,1,,,,,,,6,13,0
374,2019-03-23,MA Chidambaram Stadium,1,,Royal Challengers Bangalore,1,0,0,0,4,0,,,,,,,6,5,0,1,1,1,2,1,1,,,,,,,6,7,0,2,0,0,0,0,1,0,,,,,,7,3,0,0,1,0,0,0,6,,,,,,,6,7,0,1,1,1,1,1,1,,,,,,,6,6,0,0,0,2,2,1,0,,,,,,,6,5,0
